"datetime";"ipsrc";"ipdst";"dstport";"proto";"action";"policyid"
"2023-03-07 05:52:08";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:52:09";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:52:09";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:52:09";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:52:53";"51.144.164.215";"10.188.10.10";"46028";"TCP";"Deny";"34"
"2023-03-07 05:52:53";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:52:54";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:52:54";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:52:54";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:52:54";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:53:38";"51.144.164.215";"10.188.10.10";"46028";"TCP";"Deny";"34"
"2023-03-07 05:53:38";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:53:39";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:53:39";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:53:39";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:53:39";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:54:23";"51.144.164.215";"10.188.10.10";"46028";"TCP";"Deny";"34"
"2023-03-07 05:54:23";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:54:24";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:54:24";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:54:24";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:54:24";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:55:08";"51.144.164.215";"10.188.10.10";"46028";"TCP";"Deny";"34"
"2023-03-07 05:55:08";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:55:09";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:55:09";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:55:09";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:55:09";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:55:53";"51.144.164.215";"10.188.10.10";"46028";"TCP";"Deny";"34"
"2023-03-07 05:55:54";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:55:54";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:55:54";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:55:54";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:55:55";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:56:38";"51.144.164.215";"10.188.10.10";"46028";"TCP";"Deny";"34"
"2023-03-07 05:56:39";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:56:39";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:56:39";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:56:39";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:56:40";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:57:08";"51.144.164.215";"10.188.10.10";"46028";"TCP";"Deny";"34"
"2023-03-07 05:57:08";"8.8.8.8";"10.188.10.10";"48469";"UDP";"Permit";"6"
"2023-03-07 05:57:08";"8.8.8.8";"10.188.10.10";"53250";"UDP";"Permit";"6"
"2023-03-07 05:57:08";"8.8.8.8";"10.188.10.10";"53250";"UDP";"Permit";"6"
"2023-03-07 05:57:08";"8.8.8.8";"10.188.10.10";"53250";"UDP";"Permit";"6"
"2023-03-07 05:57:08";"8.8.8.8";"10.188.10.10";"53250";"UDP";"Permit";"6"
"2023-03-07 05:57:08";"152.199.19.160";"10.188.10.10";"51952";"TCP";"Deny";"34"
"2023-03-07 05:57:08";"152.199.19.160";"10.188.10.10";"51952";"TCP";"Deny";"34"
"2023-03-07 05:57:08";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:57:08";"152.199.19.160";"10.188.10.10";"51952";"TCP";"Deny";"34"
"2023-03-07 05:57:54";"152.199.19.160";"10.188.10.10";"51952";"TCP";"Deny";"34"
"2023-03-07 05:57:54";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:57:55";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:57:55";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:57:55";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:57:55";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:58:39";"152.199.19.160";"10.188.10.10";"51952";"TCP";"Deny";"34"
"2023-03-07 05:58:39";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:58:40";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:58:40";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:58:40";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:58:40";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:59:24";"152.199.19.160";"10.188.10.10";"51952";"TCP";"Deny";"34"
"2023-03-07 05:59:24";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:59:25";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:59:25";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:59:25";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 05:59:25";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:00:09";"152.199.19.160";"10.188.10.10";"51952";"TCP";"Deny";"34"
"2023-03-07 06:00:09";"152.199.19.160";"10.188.10.10";"51952";"TCP";"Deny";"34"
"2023-03-07 06:00:09";"152.199.19.160";"10.188.10.10";"51952";"TCP";"Deny";"34"
"2023-03-07 06:00:09";"152.199.19.160";"10.188.10.10";"51952";"TCP";"Deny";"34"
"2023-03-07 06:00:09";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:14:40";"8.8.8.8";"10.188.10.10";"59163";"UDP";"Permit";"6"
"2023-03-07 06:14:40";"8.8.4.4";"10.188.10.10";"39480";"UDP";"Permit";"6"
"2023-03-07 06:14:40";"8.8.4.4";"10.188.10.10";"39480";"UDP";"Permit";"6"
"2023-03-07 06:14:40";"8.8.4.4";"10.188.10.10";"39480";"UDP";"Permit";"6"
"2023-03-07 06:14:40";"8.8.4.4";"10.188.10.10";"39480";"UDP";"Permit";"6"
"2023-03-07 06:14:40";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:14:40";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:14:40";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:14:40";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:14:40";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:14:43";"8.8.8.8";"10.188.10.10";"60886";"UDP";"Permit";"6"
"2023-03-07 06:14:43";"8.8.8.8";"10.188.10.10";"60886";"UDP";"Permit";"6"
"2023-03-07 06:14:43";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:14:43";"20.189.173.3";"10.188.10.10";"55774";"TCP";"Deny";"34"
"2023-03-07 06:15:27";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:15:27";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:15:27";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:15:28";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:15:28";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:15:28";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:16:12";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:16:12";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:16:12";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:16:13";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:16:13";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:16:13";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:16:51";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:16:51";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:16:51";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:16:51";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:16:52";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:16:52";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:17:36";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:17:36";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:17:36";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:17:37";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:17:37";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:17:37";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:18:21";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:18:21";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:18:21";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:18:22";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:18:22";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:18:22";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:19:06";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:19:06";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:19:06";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:19:07";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:19:07";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:19:07";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:19:51";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:19:51";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:19:52";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:19:52";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:19:52";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:19:52";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:20:36";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:20:36";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:20:37";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:20:37";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:20:37";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:20:37";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:21:21";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:21:21";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:21:21";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:21:22";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:21:22";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:21:22";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:36:16";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:36:16";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:36:16";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:36:17";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:36:17";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:36:17";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:37:03";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:37:03";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:37:04";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:37:04";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:37:04";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:37:04";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:37:48";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:37:48";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:37:49";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:37:49";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:37:49";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:37:49";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:38:33";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:38:33";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:38:34";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:38:34";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:38:34";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:38:34";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:39:18";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:39:18";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:39:19";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:39:19";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:39:19";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:39:19";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:40:04";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:40:04";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:40:04";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:40:04";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:40:04";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:40:05";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:40:49";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:40:49";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:40:49";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:40:49";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:40:49";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:40:50";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:41:34";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:41:34";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:41:34";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:41:34";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:41:35";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:41:35";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:42:19";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:42:19";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:42:19";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:42:19";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:42:20";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:42:20";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:43:04";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:43:04";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:43:04";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:43:04";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:43:05";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:43:05";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:43:49";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:43:49";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:43:49";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:43:50";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:43:50";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:43:50";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:44:34";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:44:34";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:44:34";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:44:35";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:44:35";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:44:35";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:45:19";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:45:19";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:45:19";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:45:20";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:45:20";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:45:20";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:46:04";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:46:04";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:46:04";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:46:05";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:46:05";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:46:05";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:46:49";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:46:49";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:46:49";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:46:50";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:46:50";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:46:50";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:47:34";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:47:34";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:47:35";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:47:35";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:47:35";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:47:35";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:48:19";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:48:19";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:48:20";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:48:20";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:48:20";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:48:20";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:49:04";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:49:04";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:49:05";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:49:05";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:49:05";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:49:05";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:49:49";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:49:49";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:49:50";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:49:50";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:49:50";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:49:50";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:50:34";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:50:34";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:50:35";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:50:35";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:50:35";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:50:35";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:51:19";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:51:20";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:51:20";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:51:20";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:51:20";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:51:21";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:52:04";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:52:05";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:52:05";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:52:05";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:52:05";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:52:06";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:52:49";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:52:50";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:52:50";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:52:50";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:52:50";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:52:51";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
