"datetime";"ipsrc";"ipdst";"dstport";"proto";"action";"policyid"
"2023-03-07 06:53:35";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:53:35";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:53:35";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:53:35";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:53:35";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:53:36";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:54:20";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:54:20";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:54:20";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:54:20";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:54:20";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:54:21";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:55:05";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:55:05";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:55:05";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:55:05";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:55:05";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:55:06";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:55:50";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:55:50";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:55:50";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:55:50";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:55:51";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:55:51";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:56:16";"51.144.164.215";"10.188.10.10";"50414";"TCP";"Deny";"34"
"2023-03-07 06:56:16";"8.8.8.8";"10.188.10.10";"46364";"UDP";"Permit";"6"
"2023-03-07 06:56:16";"8.8.4.4";"10.188.10.10";"40549";"UDP";"Permit";"6"
"2023-03-07 06:56:16";"8.8.4.4";"10.188.10.10";"40549";"UDP";"Permit";"6"
"2023-03-07 06:56:16";"8.8.4.4";"10.188.10.10";"40549";"UDP";"Permit";"6"
"2023-03-07 06:56:16";"8.8.4.4";"10.188.10.10";"40549";"UDP";"Permit";"6"
"2023-03-07 06:56:16";"152.199.19.160";"10.188.10.10";"46854";"TCP";"Deny";"34"
"2023-03-07 06:56:16";"152.199.19.160";"10.188.10.10";"46854";"TCP";"Deny";"34"
"2023-03-07 06:56:16";"192.168.56.1";"10.188.10.10";"46104";"TCP";"Deny";"34"
"2023-03-07 06:56:16";"152.199.19.160";"10.188.10.10";"46854";"TCP";"Deny";"34"
